x, y
-0.4968051118210863, 0.00017433414043583535
-0.4329073482428115, 0.0005811138014527845
-0.3562300319488818, 0.0011912832929782081
-0.29233226837060705, 0.0018595641646489104
-0.24121405750798725, 0.0024987893462469733
-0.19009584664536744, 0.0030217917675544794
-0.13897763578274763, 0.003661016949152542
-0.09424920127795527, 0.004067796610169492
-0.04632587859424919, 0.004329297820823245
0.02076677316293929, 0.0044745762711864406
0.09105431309904155, 0.004184019370460049
0.14217252396166136, 0.0037772397094430993
0.19329073482428116, 0.00337046004842615
0.22843450479233218, 0.0027893462469733656
0.25718849840255587, 0.002295399515738499
0.29872204472843444, 0.0018595641646489104
0.33706070287539935, 0.0013656174334140435
0.36261980830670926, 0.0009588377723970945
0.40415335463258784, 0.0006101694915254237
0.4456869009584664, 0.00026150121065375304
0.5031948881789137, 0.0001162227602905569
