x, y
-0.5, 0.00020338983050847457
-0.426517571884984, 0.0006101694915254237
-0.36900958466453676, 0.0011912832929782081
-0.31150159744408945, 0.0018886198547215496
-0.2571884984025559, 0.002556900726392252
-0.21565495207667734, 0.003108958837772397
-0.17092651757188498, 0.0037191283292978207
-0.1230031948881789, 0.004300242130750605
-0.06869009584664537, 0.004736077481840194
-0.0015974440894568898, 0.005171912832929782
0.07507987220447276, 0.0047651331719128324
0.15175718849840258, 0.004416464891041162
0.19329073482428116, 0.0038644067796610167
0.23482428115015974, 0.0032832929782082325
0.26996805111821087, 0.0027602905569007264
0.305111821086262, 0.0021501210653753025
0.3434504792332268, 0.001539951573849879
0.3817891373801916, 0.0011041162227602905
0.4361022364217252, 0.0005811138014527845
0.5031948881789137, 0.0002324455205811138
