x, y
-0.5159744408945687, 0.0005230024213075061
-0.45527156549520764, 0.0013946731234866828
-0.41373801916932906, 0.0022663438256658596
-0.3753993610223642, 0.0031670702179176754
-0.3466453674121406, 0.00409685230024213
-0.31150159744408945, 0.004939467312348668
-0.2827476038338658, 0.005753026634382566
-0.24440894568690097, 0.006653753026634382
-0.20607028753993611, 0.007641646489104116
-0.16773162939297126, 0.00860048426150121
-0.12619808306709268, 0.00938498789346247
-0.0782747603833866, 0.010053268765133171
-0.014376996805111841, 0.010430992736077482
0.05910543130990409, 0.010343825665859565
0.1230031948881789, 0.009820823244552059
0.16773162939297126, 0.009007263922518159
0.2124600638977635, 0.008048426150121066
0.24440894568690097, 0.007176755447941888
0.2763578274760383, 0.006276029055690072
0.30830670926517567, 0.005317191283292978
0.3466453674121406, 0.004242130750605326
0.3658146964856229, 0.003399515738498789
0.40095846645367406, 0.0026440677966101693
0.43929712460063897, 0.0017142857142857142
0.4968051118210862, 0.0008426150121065375
