x, y
0.205607476635514, 1.0055776892430277
0.411214953271028, 0.7880478087649402
0.8037383177570093, 0.7322709163346613
1.2056074766355138, 0.7043824701195217
1.6074766355140186, 0.6318725099601593
2.009345794392523, 0.6207171314741035
0.205607476635514, 0.598406374501992
0.411214953271028, 0.47569721115537844
0.8037383177570093, 0.347410358565737
1.2056074766355138, 0.31394422310756964
1.5981308411214952, 0.26932270916334655
1.9999999999999998, 0.24143426294820713
0.205607476635514, -0.33306772908366533
0.411214953271028, -0.2549800796812749
0.8037383177570093, -0.2159362549800797
1.2056074766355138, -0.20478087649402393
1.5981308411214952, -0.17689243027888452
1.9999999999999998, -0.16573705179282872
1.9999999999999998, -0.16573705179282872
