x, y
0.056847545219638244, 0.9986111111111111
0.18604651162790697, 0.9986111111111111
0.3049095607235142, 0.9638888888888888
0.3824289405684755, 0.91875
0.4444444444444445, 0.8666666666666667
0.5064599483204134, 0.8006944444444444
0.5684754521963824, 0.7416666666666667
0.6304909560723514, 0.6826388888888888
0.702842377260982, 0.6131944444444444
0.7596899224806202, 0.5611111111111111
0.82687338501292, 0.5125
0.9147286821705427, 0.45694444444444443
1.0594315245478036, 0.4013888888888889
1.178294573643411, 0.3701388888888889
1.2868217054263567, 0.3458333333333333
1.4108527131782946, 0.325
