x, y
-0.4840255591054313, 0.00030508474576271185
-0.426517571884984, 0.0008571428571428571
-0.3722044728434505, 0.001612590799031477
-0.3306709265175719, 0.002397094430992736
-0.2987220447284345, 0.003152542372881356
-0.2539936102236422, 0.003907990314769976
-0.20926517571884984, 0.004663438256658595
-0.17092651757188498, 0.005302663438256658
-0.1230031948881789, 0.005796610169491526
-0.08146964856230032, 0.0062324455205811135
-0.014376996805111841, 0.006537530266343825
0.04952076677316297, 0.006595641646489104
0.09424920127795522, 0.006246973365617433
0.13897763578274758, 0.005694915254237288
0.18370607028753994, 0.0050266343825665855
0.21884984025559107, 0.004387409200968523
0.2539936102236422, 0.003631961259079903
0.2891373801916932, 0.0030217917675544794
0.3274760383386581, 0.0022663438256658596
0.36261980830670926, 0.001569007263922518
0.4105431309904153, 0.0009878934624697336
0.45527156549520764, 0.0005520581113801453
0.5, 0.00026150121065375304
