x, y
0.19624217118997914, 0.10146341463414635
0.3991649269311065, 0.17756097560975612
0.7937369519832986, 0.32195121951219513
1.1995824634655532, 0.4214634146341464
1.597912317327766, 0.47219512195121954
2, 0.4839024390243903
0.19624217118997914, 0.04878048780487806
0.3991649269311065, 0.08585365853658537
0.8012526096033403, 0.1482926829268293
1.1995824634655532, 0.1834146341463415
1.601670146137787, 0.20878048780487807
2, 0.21268292682926832
0.19248434237995826, 0.03707317073170732
0.3991649269311065, 0.0702439024390244
0.8012526096033403, 0.12487804878048782
1.1995824634655532, 0.15219512195121954
1.601670146137787, 0.175609756097561
1.992484342379958, 0.18146341463414636
0.19624217118997914, 0.2887804878048781
0.3991649269311065, 0.4390243902439025
0.8012526096033403, 0.5580487804878049
1.1920668058455115, 0.638048780487805
1.5941544885177452, 0.8097560975609757
2, 0.8448780487804879
